user_id,diet_type,smoker,alcohol_consumption,stress_level,sleep_hours,water_intake_liters,exercise_frequency,skincare_routine_level,satisfaction_score,perceived_improvement_score
HSP20218785,Vegetarian,False,Rare,3,5.0,3.2,None,3,2,2
HSP20237102,Vegetarian,False,Rare,7,9.3,2.3,None,0,1,0
HSP20216535,Vegan,False,None,6,5.0,2.3,1–2x/week,3,3,2
HSP20236094,Vegan,True,Rare,8,6.5,2.8,None,2,2,2
HSP20239054,Vegetarian,True,None,4,5.8,3.4,1–2x/week,3,4,2
HSP20214734,Mixed,False,None,2,5.2,1.5,Daily,2,4,4
HSP20225923,Vegetarian,True,None,7,7.8,1.1,1–2x/week,0,1,1
HSP20246257,Vegetarian,True,Rare,5,6.3,4.4,1–2x/week,2,5,3
HSP20237828,Keto,False,Regular,7,6.5,1.8,3–5x/week,3,3,1
HSP20252462,Keto,True,None,6,6.4,2.5,Daily,0,2,1
HSP20228237,Vegan,False,Rare,5,6.7,2.9,1–2x/week,2,4,3
HSP20227671,Keto,False,Regular,3,5.3,3.5,3–5x/week,2,4,2
HSP20249462,Mixed,False,None,7,6.8,2.9,Daily,1,3,3
HSP20231920,Vegan,True,Rare,9,5.7,3.3,Daily,3,3,1
HSP20253604,Vegan,False,None,8,6.2,2.7,None,0,2,0
HSP20216097,Mixed,False,Rare,4,5.4,1.9,1–2x/week,3,3,1
HSP20257609,Vegan,True,None,4,7.3,2.2,1–2x/week,1,3,3
HSP20229589,Vegan,False,None,7,5.5,2.1,1–2x/week,3,2,2
HSP20251474,Keto,False,None,6,7.3,2.1,None,2,2,1
HSP20224158,Vegan,True,None,9,6.4,2.5,None,0,2,1
HSP20221944,Mixed,True,None,4,4.2,1.6,None,0,5,5
HSP20221541,Vegan,True,None,5,6.9,2.1,1–2x/week,1,5,3
HSP20241828,Vegan,True,None,6,7.8,3.1,Daily,1,5,4
HSP20234262,Vegetarian,False,Rare,7,7.4,3.6,1–2x/week,0,5,4
HSP20237035,Mixed,False,Rare,8,6.4,2.9,Daily,0,1,0
HSP20249275,Mixed,False,None,8,5.8,4.0,Daily,3,5,4
HSP20243029,Mixed,False,Regular,2,8.9,2.5,3–5x/week,1,5,4
HSP20214963,Mixed,False,Regular,2,7.0,3.3,3–5x/week,2,5,5
HSP20239008,Vegan,False,None,9,6.3,2.1,1–2x/week,3,4,2
HSP20258308,Mixed,True,Rare,4,7.5,2.5,3–5x/week,3,2,1
HSP20228775,Mixed,False,Rare,8,6.7,2.0,1–2x/week,3,1,0
HSP20256730,Vegan,False,None,5,4.4,2.6,3–5x/week,2,4,3
HSP20233679,Keto,True,None,3,7.6,2.4,3–5x/week,3,1,0
HSP20232480,Vegetarian,False,Rare,8,8.2,2.1,1–2x/week,3,5,3
HSP20231449,Keto,True,None,6,5.2,2.5,3–5x/week,0,2,0
HSP20241813,Vegan,True,None,8,6.4,3.0,3–5x/week,3,1,1
HSP20224511,Vegan,False,None,5,5.6,3.3,1–2x/week,0,5,5
HSP20224688,Vegetarian,True,None,5,8.9,2.5,3–5x/week,3,4,2
HSP20225408,Vegetarian,True,Rare,5,8.0,1.9,Daily,3,5,5
HSP20249409,Vegetarian,True,Rare,4,7.8,3.1,1–2x/week,0,1,0
HSP20211145,Mixed,True,None,7,7.5,2.5,1–2x/week,0,1,0
HSP20243167,Mixed,True,None,7,3.0,2.1,1–2x/week,1,1,1
HSP20221138,Mixed,False,Rare,5,5.7,1.9,None,2,1,0
HSP20225135,Mixed,True,None,2,6.6,2.2,1–2x/week,1,1,0
HSP20256004,Keto,False,None,3,5.5,1.9,1–2x/week,2,5,5
HSP20237943,Mixed,True,Rare,9,5.6,3.2,Daily,2,4,2
HSP20246713,Vegetarian,True,Rare,3,5.7,2.2,None,3,4,3
HSP20245128,Mixed,True,Regular,6,6.0,2.7,1–2x/week,2,2,0
HSP20228646,Keto,True,None,3,7.0,0.7,3–5x/week,2,4,3
HSP20239530,Keto,True,None,2,7.7,3.4,Daily,0,2,1
HSP20257506,Mixed,True,Regular,6,5.2,1.9,None,0,5,5
HSP20252676,Vegetarian,True,None,3,6.0,2.0,1–2x/week,1,2,2
HSP20219380,Keto,True,None,5,6.8,1.3,1–2x/week,2,1,0
HSP20235631,Mixed,True,Rare,7,5.2,3.4,1–2x/week,3,4,4
HSP20232771,Vegan,True,Rare,2,5.4,3.2,1–2x/week,0,2,2
HSP20242045,Vegetarian,False,None,7,6.9,1.4,3–5x/week,1,5,3
HSP20235529,Mixed,True,Rare,9,7.3,2.4,None,0,1,0
HSP20235536,Keto,True,None,8,6.0,2.6,Daily,3,2,0
HSP20235895,Vegetarian,True,None,7,7.1,2.9,1–2x/week,3,3,3
HSP20223456,Keto,False,None,2,7.9,2.7,1–2x/week,1,1,0
HSP20254937,Vegan,True,None,7,4.8,2.2,1–2x/week,0,3,1
HSP20217620,Vegetarian,False,Rare,3,10.0,2.9,3–5x/week,0,1,0
HSP20233292,Vegan,True,None,7,9.3,3.3,None,2,5,4
HSP20219148,Mixed,False,None,9,6.8,2.7,Daily,0,2,1
HSP20235250,Vegan,False,None,9,6.5,1.5,None,0,5,3
HSP20247628,Mixed,True,Rare,8,6.5,3.2,3–5x/week,2,1,0
HSP20241578,Mixed,False,None,2,5.8,2.7,None,3,2,1
HSP20254111,Mixed,False,Rare,9,7.5,2.0,1–2x/week,1,5,5
HSP20234643,Vegetarian,True,Rare,5,6.0,1.9,1–2x/week,0,3,3
HSP20258794,Vegetarian,True,None,5,5.5,1.7,3–5x/week,0,4,4
HSP20239311,Keto,True,None,2,5.4,3.4,3–5x/week,0,2,1
HSP20233785,Vegetarian,False,None,3,5.4,2.6,Daily,2,4,4
HSP20253967,Vegetarian,False,None,8,5.9,3.2,3–5x/week,2,4,2
HSP20232599,Keto,False,Regular,3,8.1,3.0,1–2x/week,2,1,0
HSP20243096,Vegetarian,False,Rare,3,6.9,2.4,1–2x/week,0,5,5
HSP20233999,Vegetarian,True,Regular,6,5.1,3.7,3–5x/week,3,4,2
HSP20232463,Keto,False,None,3,5.6,2.9,3–5x/week,1,3,1
HSP20226820,Keto,True,None,2,7.8,2.2,1–2x/week,0,4,3
HSP20226031,Vegan,False,None,9,7.7,3.0,Daily,0,2,2
HSP20246428,Mixed,True,None,7,8.6,2.2,1–2x/week,2,4,2
HSP20235269,Mixed,False,None,4,5.0,2.2,3–5x/week,1,2,2
HSP20255817,Vegan,True,None,9,6.8,2.5,1–2x/week,2,5,4
HSP20242929,Mixed,False,Regular,5,6.0,1.4,1–2x/week,2,4,2
HSP20241879,Vegetarian,True,Rare,6,7.1,3.7,None,1,5,3
HSP20252166,Keto,False,None,6,7.1,2.9,Daily,2,5,4
HSP20244187,Vegan,True,Rare,5,7.2,2.7,1–2x/week,2,4,2
HSP20252963,Vegan,True,Rare,3,7.6,2.7,Daily,3,4,4
HSP20249680,Mixed,False,None,5,6.1,2.0,1–2x/week,2,1,0
HSP20237768,Mixed,True,Rare,8,6.2,2.7,Daily,1,2,1
HSP20213470,Vegetarian,True,None,4,6.1,2.7,None,2,4,2
HSP20224281,Mixed,False,Rare,7,7.0,3.0,1–2x/week,3,2,1
HSP20237704,Mixed,False,None,5,8.0,2.5,1–2x/week,2,4,4
HSP20258496,Vegan,False,None,7,4.9,2.3,None,2,2,1
HSP20226183,Vegan,True,None,3,6.6,1.4,Daily,2,3,1
HSP20222324,Vegan,False,Regular,7,8.2,2.6,Daily,2,2,2
HSP20246449,Vegan,True,Rare,6,7.0,3.3,Daily,1,5,5
HSP20226134,Vegan,True,None,3,5.7,2.8,None,3,3,2
HSP20211077,Mixed,False,Rare,6,6.4,2.4,1–2x/week,3,2,1
HSP20245481,Keto,True,None,9,5.6,3.5,3–5x/week,0,3,3
HSP20223762,Vegetarian,True,None,3,6.0,2.9,3–5x/week,2,1,0
HSP20253595,Mixed,False,None,4,4.2,3.2,1–2x/week,0,3,2
HSP20242442,Mixed,False,None,5,7.8,2.6,None,0,5,5
HSP20228105,Mixed,False,None,6,6.2,2.7,1–2x/week,3,5,3
HSP20247609,Keto,True,None,2,9.2,1.4,None,2,4,4
HSP20248821,Keto,False,Rare,8,7.4,2.0,None,0,4,2
HSP20241076,Keto,True,Rare,6,6.5,2.4,None,1,1,0
HSP20219745,Keto,True,None,2,6.0,2.5,Daily,0,3,2
HSP20227112,Vegetarian,False,None,3,5.1,3.1,None,1,3,3
HSP20216279,Mixed,True,None,2,4.3,2.8,None,2,1,1
HSP20254122,Keto,True,None,8,6.1,1.8,1–2x/week,1,1,1
HSP20211067,Vegetarian,False,Rare,6,6.7,1.6,3–5x/week,1,3,3
HSP20224707,Keto,False,Rare,9,6.5,1.6,3–5x/week,1,1,1
HSP20236113,Vegetarian,False,None,6,7.1,1.9,1–2x/week,2,4,4
HSP20222682,Keto,True,Rare,4,6.0,2.7,1–2x/week,3,1,0
HSP20249246,Vegan,False,None,7,5.6,2.5,3–5x/week,3,3,1
HSP20256015,Keto,False,None,9,4.7,2.9,1–2x/week,1,1,0
HSP20222069,Vegan,False,None,9,8.6,4.2,1–2x/week,3,4,3
HSP20215885,Vegetarian,False,None,3,6.6,3.0,None,2,5,5
HSP20238469,Vegan,True,None,6,4.4,3.4,1–2x/week,0,2,1
HSP20259587,Keto,True,Rare,7,7.4,2.2,Daily,3,4,2
HSP20238105,Vegetarian,False,None,6,8.0,2.3,Daily,3,1,0
HSP20226615,Vegan,True,Rare,3,6.0,2.8,None,0,5,4
HSP20246885,Mixed,False,None,4,5.2,3.1,Daily,2,3,3
HSP20223701,Vegetarian,True,Rare,7,5.2,1.9,3–5x/week,0,5,4
HSP20241313,Mixed,False,None,5,5.4,3.0,3–5x/week,1,3,1
HSP20224675,Mixed,False,Rare,7,5.8,1.7,None,3,4,2
HSP20224460,Vegan,False,None,5,5.8,2.5,Daily,2,5,3
HSP20219267,Vegan,True,None,4,5.1,1.8,1–2x/week,2,5,4
HSP20223017,Keto,False,Rare,2,9.0,2.0,None,3,3,3
HSP20231612,Mixed,False,None,4,6.1,2.3,3–5x/week,3,3,3
HSP20245190,Mixed,False,None,2,6.0,2.9,1–2x/week,0,2,0
HSP20251796,Vegan,False,None,2,7.6,2.3,None,2,1,0
HSP20251785,Vegetarian,True,None,8,5.0,3.3,3–5x/week,3,3,3
HSP20211323,Vegan,True,Rare,5,6.4,3.5,Daily,3,2,1
HSP20212897,Mixed,False,None,6,3.8,2.6,1–2x/week,3,2,2
HSP20248279,Vegan,True,None,4,8.8,2.3,None,3,2,2
HSP20243024,Vegan,False,None,9,6.2,2.7,Daily,1,4,4
HSP20255140,Mixed,False,Regular,5,5.8,2.3,1–2x/week,0,3,3
HSP20243508,Vegetarian,False,None,8,6.1,2.1,None,1,2,0
HSP20221152,Mixed,True,None,7,8.0,2.8,3–5x/week,2,1,0
HSP20237895,Vegan,True,None,8,6.8,3.0,None,1,1,0
HSP20219524,Mixed,True,None,2,6.2,2.0,1–2x/week,0,1,0
HSP20233247,Mixed,False,None,8,5.8,2.5,Daily,3,4,3
HSP20242718,Mixed,False,None,9,5.2,2.2,Daily,2,3,2
HSP20252928,Vegan,False,Rare,2,5.9,3.8,1–2x/week,2,5,5
HSP20232867,Vegan,False,None,3,3.2,2.4,None,0,2,1
HSP20219154,Mixed,False,None,5,8.6,2.6,None,1,2,0
HSP20224272,Mixed,True,Rare,3,7.4,2.6,1–2x/week,2,1,0
HSP20239571,Vegan,False,Rare,2,5.7,1.2,Daily,0,2,1
HSP20226864,Vegan,True,None,8,6.7,2.0,None,3,4,3
HSP20245839,Vegetarian,False,Rare,3,5.5,2.2,3–5x/week,2,5,4
HSP20221645,Keto,True,None,8,8.6,3.9,3–5x/week,1,3,1
HSP20259132,Mixed,False,Rare,9,6.8,2.2,1–2x/week,0,2,0
HSP20228875,Vegan,True,None,7,5.1,2.8,Daily,1,3,3
HSP20234842,Vegetarian,True,None,7,8.6,2.4,1–2x/week,3,4,4
HSP20211208,Mixed,False,None,6,3.6,2.9,None,2,5,4
HSP20212809,Vegetarian,False,Rare,7,7.7,1.5,None,2,3,2
HSP20259095,Vegan,False,None,7,6.7,2.8,1–2x/week,1,5,5
HSP20222475,Vegetarian,False,None,7,6.4,2.0,1–2x/week,2,2,0
HSP20252229,Keto,False,None,7,7.7,2.3,3–5x/week,3,1,1
HSP20215192,Keto,False,None,7,4.7,1.3,None,0,3,2
HSP20228483,Keto,True,Rare,5,8.0,2.9,Daily,3,2,0
HSP20235327,Vegan,True,Rare,2,6.6,2.2,None,2,1,0
HSP20241820,Keto,True,Rare,9,5.9,1.9,1–2x/week,2,4,4
HSP20213862,Mixed,True,None,5,6.0,1.2,3–5x/week,0,4,2
HSP20215760,Mixed,True,None,6,5.6,2.3,3–5x/week,3,3,3
HSP20236123,Keto,False,None,4,7.2,2.5,1–2x/week,1,5,4
HSP20242898,Keto,False,Regular,7,7.5,3.3,None,3,4,2
HSP20211751,Vegetarian,False,None,9,7.8,2.8,None,2,3,2
HSP20213267,Keto,True,Rare,8,6.5,1.9,3–5x/week,0,5,5
HSP20226384,Keto,True,None,8,7.4,3.5,None,2,5,4
HSP20238171,Vegan,True,Rare,3,6.9,3.7,None,1,2,0
HSP20255395,Vegan,False,Regular,4,4.7,1.8,1–2x/week,2,3,3
